"","STATEFP.x","COUNTYFP","TRACTCE","GEOID.x","NAME.x","NAMELSAD","MTFCC","FUNCSTAT","ALAND.x","AWATER.x","INTPTLAT","INTPTLON","STATEFP.y","SLDUST","AFFGEOID","GEOID.y","NAME.y","LSAD","LSY","ALAND.y","AWATER.y"
"1213.1","55","105","001400","55105001400","14","Census Tract 14","G5020","S",47795513,567425,"+42.6123715","-089.0195800","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"1214","55","105","001500","55105001500","15","Census Tract 15","G5020","S",2063621,158417,"+42.5004897","-089.0282198","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"1214.1","55","105","001500","55105001500","15","Census Tract 15","G5020","S",2063621,158417,"+42.5004897","-089.0282198","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"1215","55","105","001700","55105001700","17","Census Tract 17","G5020","S",2982645,270209,"+42.5152763","-089.0450969","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"1216","55","079","001400","55079001400","14","Census Tract 14","G5020","S",1111247,0,"+43.1309011","-088.0165698","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1217","55","079","001500","55079001500","15","Census Tract 15","G5020","S",1484774,0,"+43.1237541","-088.0152015","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1218","55","079","001600","55079001600","16","Census Tract 16","G5020","S",1318149,0,"+43.1158865","-088.0159967","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1219","55","025","010200","55025010200","102","Census Tract 102","G5020","S",1810372,3967,"+43.1173985","-089.3710499","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"1219.1","55","025","010200","55025010200","102","Census Tract 102","G5020","S",1810372,3967,"+43.1173985","-089.3710499","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"1220","55","025","010300","55025010300","103","Census Tract 103","G5020","S",2248207,16710,"+43.0676192","-089.3365917","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"1220.1","55","025","010300","55025010300","103","Census Tract 103","G5020","S",2248207,16710,"+43.0676192","-089.3365917","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"1221","55","025","010400","55025010400","104","Census Tract 104","G5020","S",2089580,41098,"+43.0558860","-089.3343991","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"1221.1","55","025","010400","55025010400","104","Census Tract 104","G5020","S",2089580,41098,"+43.0558860","-089.3343991","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"1222","55","025","010701","55025010701","107.01","Census Tract 107.01","G5020","S",10218123,24016,"+42.9943478","-089.4435963","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"1222.1","55","025","010701","55025010701","107.01","Census Tract 107.01","G5020","S",10218123,24016,"+42.9943478","-089.4435963","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"1223","55","025","011000","55025011000","110","Census Tract 110","G5020","S",2736912,199595,"+43.0919938","-089.4977179","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"1223.1","55","025","011000","55025011000","110","Census Tract 110","G5020","S",2736912,199595,"+43.0919938","-089.4977179","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"1224","55","079","140202","55079140202","1402.02","Census Tract 1402.02","G5020","S",4107315,22101,"+42.9344488","-087.9795420","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"1225","55","079","150100","55079150100","1501","Census Tract 1501","G5020","S",13308549,87446,"+42.9141429","-087.9783700","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"1225.1","55","079","150100","55079150100","1501","Census Tract 1501","G5020","S",13308549,87446,"+42.9141429","-087.9783700","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"1226","55","079","150301","55079150301","1503.01","Census Tract 1503.01","G5020","S",15960643,51679,"+42.8884324","-088.0525390","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"1227","55","079","001700","55079001700","17","Census Tract 17","G5020","S",1324195,0,"+43.1085590","-088.0162122","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1227.1","55","079","001700","55079001700","17","Census Tract 17","G5020","S",1324195,0,"+43.1085590","-088.0162122","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1228","55","079","001800","55079001800","18","Census Tract 18","G5020","S",985103,0,"+43.1158473","-087.9985379","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1228.1","55","079","001800","55079001800","18","Census Tract 18","G5020","S",985103,0,"+43.1158473","-087.9985379","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1229","55","079","001900","55079001900","19","Census Tract 19","G5020","S",979289,0,"+43.1156863","-087.9836742","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1229.1","55","079","001900","55079001900","19","Census Tract 19","G5020","S",979289,0,"+43.1156863","-087.9836742","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1230","55","025","000501","55025000501","5.01","Census Tract 5.01","G5020","S",3351186,4385,"+43.0333511","-089.4709218","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"1230.1","55","025","000501","55025000501","5.01","Census Tract 5.01","G5020","S",3351186,4385,"+43.0333511","-089.4709218","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"1231","55","079","002000","55079002000","20","Census Tract 20","G5020","S",1059777,17008,"+43.1147217","-087.9682901","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1232","55","079","002100","55079002100","21","Census Tract 21","G5020","S",898165,0,"+43.1155296","-087.9531572","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1233","55","025","001300","55025001300","13","Census Tract 13","G5020","S",1478474,503,"+43.0551620","-089.3914512","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"1234","55","105","002500","55105002500","25","Census Tract 25","G5020","S",1609946,0,"+42.5370831","-089.0159276","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"1234.1","55","105","002500","55105002500","25","Census Tract 25","G5020","S",1609946,0,"+42.5370831","-089.0159276","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"1235","55","105","003300","55105003300","33","Census Tract 33","G5020","S",117122214,442161,"+42.5538119","-088.8228074","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"1236","55","105","000700","55105000700","7","Census Tract 7","G5020","S",3603605,0,"+42.7102265","-088.9938564","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"1236.1","55","105","000700","55105000700","7","Census Tract 7","G5020","S",3603605,0,"+42.7102265","-088.9938564","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"1237","55","105","002800","55105002800","28","Census Tract 28","G5020","S",287252051,305921,"+42.6694276","-089.2392619","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"1238","55","105","003002","55105003002","30.02","Census Tract 30.02","G5020","S",143546990,4709698,"+42.7998711","-089.1198597","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"1238.1","55","105","003002","55105003002","30.02","Census Tract 30.02","G5020","S",143546990,4709698,"+42.7998711","-089.1198597","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"1239","55","105","003100","55105003100","31","Census Tract 31","G5020","S",87008946,4527147,"+42.8103780","-088.9472828","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"1239.1","55","105","003100","55105003100","31","Census Tract 31","G5020","S",87008946,4527147,"+42.8103780","-088.9472828","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"1240","55","079","002300","55079002300","23","Census Tract 23","G5020","S",1843973,0,"+43.1059861","-087.9362168","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1241","55","079","002400","55079002400","24","Census Tract 24","G5020","S",1160275,0,"+43.1064042","-087.9518861","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1241.1","55","079","002400","55079002400","24","Census Tract 24","G5020","S",1160275,0,"+43.1064042","-087.9518861","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1242","55","079","002600","55079002600","26","Census Tract 26","G5020","S",698024,0,"+43.1006695","-087.9619336","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1242.1","55","079","002600","55079002600","26","Census Tract 26","G5020","S",698024,0,"+43.1006695","-087.9619336","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1243","55","079","002700","55079002700","27","Census Tract 27","G5020","S",686070,0,"+43.1008271","-087.9717683","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1243.1","55","079","002700","55079002700","27","Census Tract 27","G5020","S",686070,0,"+43.1008271","-087.9717683","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1244","55","079","002800","55079002800","28","Census Tract 28","G5020","S",657400,0,"+43.1083062","-087.9714196","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1244.1","55","079","002800","55079002800","28","Census Tract 28","G5020","S",657400,0,"+43.1083062","-087.9714196","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1245","55","079","003000","55079003000","30","Census Tract 30","G5020","S",1312377,0,"+43.1085104","-087.9961906","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1245.1","55","079","003000","55079003000","30","Census Tract 30","G5020","S",1312377,0,"+43.1085104","-087.9961906","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1246","55","079","003100","55079003100","31","Census Tract 31","G5020","S",1253608,0,"+43.1009177","-087.9860702","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"1246.1","55","079","003100","55079003100","31","Census Tract 31","G5020","S",1253608,0,"+43.1009177","-087.9860702","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"1247","55","079","170500","55079170500","1705","Census Tract 1705","G5020","S",883042,0,"+42.8976029","-087.8576476","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"1248","55","079","170600","55079170600","1706","Census Tract 1706","G5020","S",1485912,0,"+42.9077125","-087.8632141","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"1249","55","025","011101","55025011101","111.01","Census Tract 111.01","G5020","S",3078152,12673,"+43.1017645","-089.4991993","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"1249.1","55","025","011101","55025011101","111.01","Census Tract 111.01","G5020","S",3078152,12673,"+43.1017645","-089.4991993","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"1250","55","025","011302","55025011302","113.02","Census Tract 113.02","G5020","S",6696206,3710,"+43.1863490","-089.4352534","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"1251","55","025","011503","55025011503","115.03","Census Tract 115.03","G5020","S",14642940,0,"+43.2087197","-089.2375001","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"1251.1","55","025","011503","55025011503","115.03","Census Tract 115.03","G5020","S",14642940,0,"+43.2087197","-089.2375001","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"1252","55","079","180200","55079180200","1802","Census Tract 1802","G5020","S",1136517,0,"+42.9546545","-087.8550699","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"1253","55","005","000100","55005000100","1","Census Tract 1","G5020","S",337456583,22968652,"+45.5918684","-091.7745374","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"1253.1","55","005","000100","55005000100","1","Census Tract 1","G5020","S",337456583,22968652,"+45.5918684","-091.7745374","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"1254","55","005","000300","55005000300","3","Census Tract 3","G5020","S",254660516,8467853,"+45.4465419","-092.0269630","55","010","610U600US55010","55010","10","LU","2018",5367932941,190491019
"1254.1","55","005","000300","55005000300","3","Census Tract 3","G5020","S",254660516,8467853,"+45.4465419","-092.0269630","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"1255","55","005","000900","55005000900","9","Census Tract 9","G5020","S",563127168,1419105,"+45.3033871","-091.9586324","55","010","610U600US55010","55010","10","LU","2018",5367932941,190491019
"1255.1","55","005","000900","55005000900","9","Census Tract 9","G5020","S",563127168,1419105,"+45.3033871","-091.9586324","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"1255.2","55","005","000900","55005000900","9","Census Tract 9","G5020","S",563127168,1419105,"+45.3033871","-091.9586324","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"1256","55","005","000800","55005000800","8","Census Tract 8","G5020","S",272422005,1404744,"+45.4618566","-091.6341712","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"1256.1","55","005","000800","55005000800","8","Census Tract 8","G5020","S",272422005,1404744,"+45.4618566","-091.6341712","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"1257","55","025","011504","55025011504","115.04","Census Tract 115.04","G5020","S",5123825,0,"+43.1834924","-089.2521074","55","013","610U600US55013","55013","13","LU","2018",3083970087,78470566
"1257.1","55","025","011504","55025011504","115.04","Census Tract 115.04","G5020","S",5123825,0,"+43.1834924","-089.2521074","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"1257.2","55","025","011504","55025011504","115.04","Census Tract 115.04","G5020","S",5123825,0,"+43.1834924","-089.2521074","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"1258","55","025","011505","55025011505","115.05","Census Tract 115.05","G5020","S",2523188,0,"+43.1864341","-089.2254458","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
